_RAJ2000,_DEJ2000,HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs
316.4867835,-17.23286077,104139,21 05 56.78,-17 13 57.8,4.08,316.4865808,-17.23271095,20.61,79.64,-61.64,0.92,-0.01, ,316.4867835,-17.23286077
316.5047727,-30.12512049,104148,21 06 01.12,-30 07 29.8,5.69,316.5046813,-30.12495361,9.83,32.5,-68.66,0.81,1.047, ,316.5047727,-30.12512049
316.597102,71.43179711,104171,21 06 23.39,+71 25 55.5,5.88,316.5974697,71.43207905,20.36,-48.18,-116,0.52,0.386, ,316.597102,71.43179711
316.6028239,-32.34161766,104174,21 06 24.68,-32 20 29.9,5.2,316.6028382,-32.34163849,9.22,-4.96,8.57,0.74,1.104, ,316.6028239,-32.34161766
316.606334,-41.38596515,104177,21 06 25.50,-41 23 09.4,5.55,316.6062393,-41.38593603,3.5,29.24,-11.98,0.92,1.35, ,316.606334,-41.38596515
316.6260184,31.1846568,104185,21 06 30.24,+31 11 04.8,5.77,316.6260071,31.18466842,1.72,3.98,-4.78,0.62,0.554, ,316.6260184,31.1846568
316.6503907,47.64840356,104194,21 06 36.09,+47 38 54.3,4.56,316.6503672,47.64840597,3.32,6.51,-0.99,0.55,1.569, ,316.6503907,47.64840356
316.7247621,38.74941468,104214,21 06 50.84,+38 44 29.4,5.2,316.7118126,38.74149446,287.13,4155.1,3258.9,1.51,1.069,G,316.7247621,38.74941468
316.7819497,-25.00585337,104234,21 07 07.69,-25 00 20.7,4.49,316.7820227,-25.00574796,6.24,-27.19,-43.37,0.82,1.604, ,316.7819497,-25.00585337
317.1362358,-63.92826018,104364,21 08 32.71,-63 55 41.8,5.75,317.1362708,-63.92827112,6.67,-6.33,4.5,0.72,1.18, ,317.1362358,-63.92826018
317.1401025,-21.19366933,104365,21 08 33.61,-21 11 36.7,5.3,317.1400538,-21.19352539,17.06,18.67,-59.22,1,0, ,317.1401025,-21.19366933
317.1620413,30.20563746,104371,21 08 38.87,+30 12 20.5,5.6,317.16197,30.20568797,7.35,25.35,-20.78,0.7,-0.048,P,317.1620413,30.20563746
317.1951902,-88.956499,104382,21 08 46.01,-88 57 23.4,5.45,317.1917255,-88.9565112,12.07,25.96,5.02,0.48,0.283,P,317.1951902,-88.956499
317.3435274,-73.17296806,104440,21 09 21.52,-73 10 20.2,5.67,317.3396542,-73.17226994,53.38,461.31,-287.24,2.18,0.59, ,317.3435274,-73.17296806
317.3985322,-11.37169305,104459,21 09 35.59,-11 22 18.0,4.5,317.3983034,-11.37165474,19.93,92.31,-15.76,0.77,0.926, ,317.3985322,-11.37169305
317.5648949,53.56310053,104516,21 10 15.55,+53 33 47.2,5.75,317.5648027,53.56310952,7.57,22.52,-3.7,0.49,-0.111, ,317.5648949,53.56310053
317.5854173,10.13157953,104521,21 10 20.47,+10 07 55.0,4.7,317.5852962,10.13194861,28.38,49.07,-151.85,0.9,0.262, ,317.5854173,10.13157953
317.9509879,59.98661053,104642,21 11 48.24,+59 59 11.8,5.64,317.951002,59.98661923,0.36,-2.9,-3.58,0.67,0.11, ,317.9509879,59.98661053
318.0571334,-40.26936174,104680,21 12 13.67,-40 16 07.8,5.83,318.0569505,-40.2688284,30.9,57.41,-219.43,0.84,0.45, ,318.0571334,-40.26936174
318.2341091,30.22691571,104732,21 12 56.18,+30 13 37.5,3.21,318.2340898,30.22708128,21.62,6.87,-68.12,0.63,0.99, ,318.2341091,30.22691571
318.2627873,-39.42492195,104738,21 13 02.93,-39 25 28.7,5.25,318.2621978,-39.42464394,29.96,187.36,-114.38,0.97,0.46, ,318.2627873,-39.42492195
318.3222181,-27.61933263,104750,21 13 17.27,-27 37 08.6,5.41,318.3219468,-27.61905854,8.33,98.92,-112.77,0.88,1.425, ,318.3222181,-27.61933263
318.3290084,-36.42352722,104752,21 13 18.94,-36 25 24.7,5.97,318.3289052,-36.42353599,9.67,34.19,3.61,0.8,0.967, ,318.3290085,-36.42352722
318.3354563,-70.12626669,104755,21 13 20.44,-70 07 34.4,5.06,318.3351602,-70.12621725,3.67,41.42,-20.34,0.62,1.578,P,318.3354563,-70.12626669
318.6200633,10.00698105,104858,21 14 28.79,+10 00 27.8,4.47,318.6199588,10.00771855,54.11,42.32,-303.43,0.85,0.529, ,318.6200633,10.00698105
318.6978817,38.045317,104887,21 14 47.35,+38 02 39.6,3.74,318.6972776,38.04432043,47.8,195.74,410.02,0.61,0.393, ,318.6978817,38.045317
318.9079171,-20.65169596,104963,21 15 37.89,-20 39 06.1,5.17,318.9078771,-20.65169052,4.72,15.39,-2.24,0.82,1.161, ,318.9079171,-20.65169596
318.9268802,77.01229623,104968,21 15 42.39,+77 00 44.1,5.92,318.926632,77.01226067,3.9,22.95,14.63,0.5,1.531, ,318.9268802,77.01229623
318.9368441,-15.17150021,104974,21 15 44.83,-15 10 17.4,5.31,318.9367817,-15.17151251,5.19,24.79,5.06,0.92,1.639, ,318.9368441,-15.17150021
318.941127,-53.2630843,104978,21 15 45.84,-53 15 47.0,5.73,318.9409844,-53.26304998,8.22,35.09,-14.12,0.79,0.191, ,318.941127,-53.2630843
318.9559653,5.247844626,104987,21 15 49.40,+05 14 53.1,3.92,318.9558198,5.2480739,17.51,59.63,-94.33,0.89,0.549,G,318.9559653,5.24784463
319.3539703,39.39468139,105102,21 17 24.95,+39 23 40.9,4.22,319.3539689,39.39469016,0.72,0.43,-3.61,0.58,0.098, ,319.3539703,39.39468139
319.479485,34.89689785,105138,21 17 55.07,+34 53 48.8,4.41,319.4794496,34.8968812,3.62,11.96,6.85,0.56,-0.103, ,319.479485,34.89689785
319.4845199,-32.17253927,105140,21 17 56.25,-32 10 20.9,4.71,319.4843606,-32.17248551,19.76,55.46,-22.12,0.88,0.07, ,319.4845199,-32.17253927
319.4886921,-17.985138,105143,21 17 57.28,-17 59 06.5,5.4,319.4886524,-17.98513635,5.63,15.57,-0.68,0.95,-0.118, ,319.4886922,-17.985138
319.5461371,-4.519478306,105164,21 18 11.07,-04 31 10.2,5.83,319.5461083,-4.51951158,3.33,11.82,13.69,0.86,-0.13, ,319.5461371,-4.51947831
319.6132722,43.94594485,105186,21 18 27.18,+43 56 45.5,5.04,319.613257,43.9459669,-0.05,4.52,-9.07,0.55,-0.061, ,319.6132722,43.94594485
319.6448812,62.58557261,105199,21 18 34.58,+62 35 07.6,2.45,319.6440898,62.58545529,66.84,149.91,48.27,0.49,0.257, ,319.6448812,62.58557261
319.7167741,11.20337297,105224,21 18 52.01,+11 12 12.0,5.97,319.7167217,11.20333527,2.6,21.12,15.51,0.77,1.612,P,319.7167741,11.20337297
319.8153665,58.62350197,105259,21 19 15.69,+58 37 24.6,5.51,319.8153831,58.62350994,0.89,-3.55,-3.28,1.15,1.114,D,319.8153665,58.62350197
319.8424176,38.23747347,105269,21 19 22.18,+38 14 14.9,5.89,319.8424182,38.23748156,0.93,-0.18,-3.33,0.66,0.505, ,319.8424176,38.23747347
319.8425835,64.87185522,105268,21 19 22.21,+64 52 18.6,5.19,319.8425544,64.87184231,3.02,5.08,5.31,0.5,-0.045, ,319.8425835,64.87185522
319.8697939,49.51029401,105282,21 19 28.74,+49 30 37.0,5.75,319.8697395,49.5102892,6.08,14.52,1.98,0.51,-0.119, ,319.8697939,49.51029401
319.9666207,-53.44942748,105319,21 19 51.88,-53 26 57.4,4.39,319.9661825,-53.44926434,33.58,107.37,-67.12,0.76,0.191, ,319.9666207,-53.44942748
320.1901762,-40.8094656,105382,21 20 45.58,-40 48 34.2,4.8,320.1899315,-40.80950852,17.49,76.18,17.66,0.89,0.029,P,320.1901762,-40.8094656
320.2683096,23.85596652,105411,21 21 04.24,+23 51 22.5,5.58,320.2676623,23.85625829,11.63,243.57,-120.04,0.73,1.057, ,320.2683096,23.85596652
320.2679929,-4.560125307,105412,21 21 04.33,-04 33 36.5,5.87,320.2680243,-4.56015214,9.69,-12.89,11.04,0.86,0.912, ,320.2679929,-4.56012531
320.2701034,7.354502642,105413,21 21 04.80,+07 21 16.4,5.81,320.2700023,7.3545461,3.08,41.25,-17.88,0.84,1.663, ,320.2701034,7.35450264
320.5017432,49.3888481,105497,21 22 00.38,+49 23 19.3,5.68,320.5016033,49.38869874,9.93,37.46,61.45,0.55,1.1, ,320.5017432,49.3888481
320.5216649,19.80450799,105502,21 22 05.13,+19 48 15.7,4.08,320.5213912,19.80435581,21.19,105.94,62.61,0.87,1.108, ,320.5216649,19.80450799
320.5616509,-16.83454243,105515,21 22 14.78,-16 50 04.4,4.28,320.5615726,-16.83455521,15.13,30.83,5.26,0.8,0.888,P,320.5616509,-16.83454243
320.7233863,6.811140481,105570,21 22 53.58,+06 48 40.0,5.16,320.7232574,6.81111338,9.06,52.66,11.15,0.88,0.064, ,320.7233863,6.81114048
320.7343968,-9.319329845,105574,21 22 56.27,-09 19 09.4,5.99,320.7344643,-9.31927297,4.53,-27.44,-23.4,1.08,1.516, ,320.7343968,-9.31932984
320.7520615,-22.66904797,105576,21 23 00.47,-22 40 08.6,5.63,320.7519645,-22.66904892,4.89,36.82,0.39,0.81,1.641, ,320.7520615,-22.66904797
320.9951142,24.27413557,105652,21 23 58.74,+24 16 26.7,5.7,320.9947505,24.27409155,18.05,136.43,18.11,0.65,0.314, ,320.9951142,24.27413557
321.0399724,-20.85186872,105665,21 24 09.60,-20 51 05.6,5.38,321.0399924,-20.85156019,14.31,-7.69,-126.94,0.91,1.176, ,321.0399724,-20.85186872
321.0478891,-12.87810842,105668,21 24 11.44,-12 52 41.3,5.48,321.0476605,-12.8781302,20.8,91.67,8.96,0.91,0.297, ,321.0478891,-12.87810842
321.1034133,-41.00669545,105696,21 24 24.80,-41 00 24.1,5.76,321.1033283,-41.00669489,7.04,26.4,-0.23,1.11,-0.036, ,321.1034133,-41.00669545
321.1416892,26.17456032,105703,21 24 33.97,+26 10 28.4,5.67,321.1415567,26.17454472,14.84,48.93,6.42,0.67,0.323, ,321.1416892,26.17456032
321.2064663,80.52482631,105727,21 24 49.40,+80 31 29.5,5.97,321.2058372,80.52485397,9.18,42.61,-11.38,0.46,0.95, ,321.2064663,80.52482631
321.3042798,-9.748551968,105761,21 25 13.02,-09 44 53.3,5.71,321.3042388,-9.74814011,11.82,16.65,-169.45,1.08,0.208, ,321.3042798,-9.74855197
321.320657,-3.55674744,105767,21 25 16.96,-03 33 23.7,5.48,321.3206872,-3.55657786,7.99,-12.39,-69.77,0.84,1.451, ,321.320657,-3.55674744
321.3314532,46.71434148,105769,21 25 19.39,+46 42 51.2,5.59,321.3307846,46.71422433,29.14,188.61,48.2,0.5,0.335, ,321.3314532,46.71434148
321.4459383,36.66738607,105811,21 25 47.02,+36 40 02.7,5.93,321.4459174,36.66740768,1.18,6.91,-8.89,0.58,0.033,P,321.4459383,36.66738607
321.5953063,-37.82942941,105854,21 26 22.75,-37 49 45.9,5.64,321.5947922,-37.82940289,11.82,167.05,-10.91,0.8,1.185, ,321.5953063,-37.82942941
321.6108566,-65.36619828,105858,21 26 26.49,-65 22 05.3,4.21,321.6103839,-65.36814438,108.5,81.08,800.68,0.59,0.494, ,321.6108567,-65.36619828
321.6667753,-22.41133249,105881,21 26 40.03,-22 24 41.0,3.77,321.6667821,-22.41137838,8.19,-2.61,18.88,0.9,1.002, ,321.6667753,-22.41133249
321.7150888,48.83516845,105898,21 26 51.57,+48 50 06.4,5.29,321.7148748,48.83510521,8.37,57.95,26.02,0.53,0.108, ,321.7150888,48.83516845
321.7567612,-42.54793048,105913,21 27 01.66,-42 32 52.7,5.5,321.7569239,-42.54796563,18.57,-49.29,14.46,0.76,0.392, ,321.7567612,-42.54793048
321.8117469,-21.19621026,105928,21 27 14.83,-21 11 46.1,5.78,321.8118111,-21.19612774,7.05,-24.64,-33.95,0.84,1.44, ,321.8117469,-21.19621026
321.8390252,37.11679843,105942,21 27 21.36,+37 07 00.5,5.3,321.8390177,37.11679196,1.84,2.49,2.66,0.56,-0.14, ,321.8390253,37.11679843
321.9169061,27.60859324,105966,21 27 40.03,+27 36 30.8,5.39,321.9167916,27.60854356,17.96,41.75,20.44,0.71,0.049, ,321.9169062,27.60859324
321.9422593,66.80909577,105972,21 27 46.16,+66 48 32.9,5.42,321.9423223,66.80914613,4.23,-10.22,-20.72,0.48,-0.099, ,321.9422593,66.80909577
322.0343803,32.22532973,106003,21 28 08.16,+32 13 30.5,5.75,322.0339951,32.22513677,22.41,134.05,79.39,0.65,0.333, ,322.0343803,32.22532973
322.164988,70.56071603,106032,21 28 39.58,+70 33 38.5,3.23,322.164896,70.56069481,5.48,12.6,8.73,0.47,-0.201,P,322.164988,70.56071603
322.1808342,-21.80717988,106039,21 28 43.32,-21 48 25.8,4.5,322.1804835,-21.80716659,18.18,133.97,-5.47,0.89,0.889, ,322.1808342,-21.80717988
322.1871852,-69.505386,106044,21 28 44.79,-69 30 19.0,5.47,322.1866138,-69.5052732,8.23,82.31,-46.41,0.64,1.553, ,322.1871852,-69.505386
322.2490753,22.17943574,106062,21 28 59.76,+22 10 45.9,5.84,322.248988,22.179404,5.41,33.24,13.06,0.69,1.37,P,322.2490753,22.17943574
322.3622911,46.54058469,106093,21 29 26.91,+46 32 25.2,5.22,322.362138,46.54033179,14.58,43.33,104.05,0.54,0.965, ,322.3622911,46.54058469
322.4870633,23.63883778,106140,21 29 56.88,+23 38 19.8,4.52,322.4869986,23.63882922,7.37,24.39,3.52,0.64,1.618, ,322.4870633,23.63883778
322.7470487,60.4594321,106227,21 30 59.29,+60 27 34.0,5.53,322.747057,60.45944015,1.36,-1.68,-3.31,0.5,0.102, ,322.7470487,60.4594321
322.8897252,-5.571172215,106278,21 31 33.52,-05 34 16.2,2.9,322.8896695,-5.57115593,5.33,22.79,-6.7,0.94,0.828, ,322.8897252,-5.57117221
323.0244836,-41.17931042,106327,21 32 05.86,-41 10 45.6,5.29,323.0244214,-41.1793364,8.51,19.29,10.69,0.93,1.109, ,323.0244836,-41.17931042
323.0607125,-33.94462275,106340,21 32 14.58,-33 56 40.6,5.97,323.0607295,-33.94461293,7.92,-5.81,-4.04,0.9,0.051, ,323.0607125,-33.94462275
323.2358002,49.97762947,106393,21 32 56.58,+49 58 39.4,5.77,323.2357405,49.97760064,6.86,15.81,11.86,0.54,-0.042, ,323.2358002,49.97762947
323.3479891,-44.84870017,106429,21 33 23.53,-44 50 55.3,5.57,323.348054,-44.8486946,5.24,-18.92,-2.29,0.83,1.044, ,323.3479891,-44.84870017
323.4952186,45.59183746,106481,21 33 58.87,+45 35 31.4,3.98,323.4953036,45.59206564,26.2,-24.48,-93.88,0.51,0.885, ,323.4952186,45.59183746
323.6940188,38.53405361,106551,21 34 46.48,+38 32 01.8,4.87,323.6936559,38.53382684,12.76,116.8,93.3,0.53,1.085, ,323.6940188,38.53405361
323.7127128,-20.08427387,106559,21 34 51.07,-20 05 03.8,5.7,323.7127878,-20.08438179,36.86,-28.98,44.4,0.91,0.423, ,323.7127128,-20.08427387
323.8234197,-3.983304577,106592,21 35 17.63,-03 58 59.9,5.79,323.823443,-3.98329291,7.39,-9.59,-4.8,0.97,1.11, ,323.8234197,-3.98330458
324.0103986,45.37459133,106642,21 36 02.44,+45 22 28.5,5.96,324.0101756,45.37458683,5.28,64.44,1.85,0.63,1.341,P,324.0103986,45.37459133
324.0457253,-26.17151618,106654,21 36 10.90,-26 10 17.2,5.73,324.0454333,-26.17145712,18.57,107.81,-24.3,0.79,0.234, ,324.0457253,-26.17151618
324.2373996,40.41352083,106711,21 36 56.98,+40 24 48.6,5.04,324.2374043,40.41349052,15.79,-1.5,12.47,0.61,0.198, ,324.2373996,40.41352083
324.2701296,-19.46601155,106723,21 37 04.82,-19 27 57.6,4.51,324.2700949,-19.46601352,4.92,13.48,0.81,0.91,-0.18, ,324.2701296,-19.46601155
324.4379556,-7.854201523,106786,21 37 45.04,-07 51 14.9,4.68,324.4376752,-7.85414212,18.26,114.29,-24.44,0.84,0.175, ,324.4379556,-7.85420152
324.4392911,19.31860745,106787,21 37 45.37,+19 19 06.9,5.46,324.4390348,19.31857481,10.15,99.51,13.43,0.72,0.321, ,324.4392911,19.31860745
324.4801018,62.08193977,106801,21 37 55.23,+62 04 55.0,4.76,324.4801117,62.08194667,0.72,-1.9,-2.84,0.49,0.246, ,324.4801018,62.08193977
324.6330825,5.771742421,106856,21 38 31.87,+05 46 18.0,5.66,324.6328073,5.77167281,18.74,112.64,28.64,0.75,0.265, ,324.6330825,5.77174242
324.7400766,57.48903743,106886,21 38 57.62,+57 29 20.6,5.74,324.7400843,57.48904968,2.78,-1.71,-5.04,0.79,0.2,G,324.7400766,57.48903743
324.7549536,20.2654508,106897,21 39 01.11,+20 15 55.6,5.77,324.754636,20.26545357,25.57,122.57,-1.14,0.74,0.314, ,324.7549536,20.2654508
324.8886075,2.2435584,106944,21 39 33.28,+02 14 37.5,5.1,324.8886871,2.24376298,13.55,-32.7,-84.17,0.88,1.034, ,324.8886075,2.2435584
325.0227348,-16.6623077,106985,21 40 05.34,-16 39 44.1,3.69,325.0222594,-16.66225343,23.48,187.39,-22.33,1.1,0.32, ,325.0227348,-16.6623077
325.0462894,43.27383952,106999,21 40 11.06,+43 16 25.7,5.09,325.0460874,43.27380044,8.06,60.51,16.08,0.61,1.601, ,325.0462894,43.27383952
325.3693598,-77.39004641,107089,21 41 28.47,-77 23 22.1,3.73,325.368638,-77.38946215,47.22,64.83,-240.38,2.9,1.008,D,325.3693598,-77.39004641
325.3869142,-14.04761057,107095,21 41 32.93,-14 02 48.7,5.16,325.38722,-14.0468604,30.73,-122.06,-308.64,0.92,0.672,P,325.3869142,-14.04761057
325.48039,71.31141661,107119,21 41 55.08,+71 18 40.3,4.55,325.4794837,71.31118695,18.55,119.48,94.49,0.46,1.108, ,325.48039,71.31141661
325.5029031,-23.26285769,107128,21 42 00.64,-23 15 45.5,5.24,325.5026621,-23.26262557,13.18,91.12,-95.5,0.8,0.991, ,325.5029031,-23.26285769
325.5045166,35.51020044,107129,21 42 01.08,+35 30 36.7,5.98,325.5045003,35.51019572,1.63,5.45,1.94,0.73,2.5,P,325.5045166,35.51020044
325.5236024,51.18962197,107136,21 42 05.66,+51 11 22.7,4.69,325.523582,51.1896271,1.94,5.25,-2.11,0.53,-0.119, ,325.5236024,51.18962197
325.5421327,1.285253242,107144,21 42 10.12,+01 17 07.0,5.66,325.5421471,1.28527344,2.06,-5.89,-8.31,0.89,1.446, ,325.5421327,1.28525324
325.5643814,5.680137391,107151,21 42 15.44,+05 40 48.5,5.3,325.5643541,5.68015144,6.25,11.21,-5.78,0.8,1.653, ,325.5643814,5.68013739
325.5956615,41.07701915,107162,21 42 22.94,+41 04 37.3,5.73,325.5955861,41.07702304,8.76,23.38,-1.6,0.61,0.055, ,325.5956615,41.07701915
325.6646132,-18.86632305,107188,21 42 39.42,-18 51 58.7,4.72,325.6642385,-18.86630105,11.22,145.9,-9.05,0.79,0.868, ,325.6646132,-18.86632305
325.7668441,72.32008392,107230,21 43 04.13,+72 19 12.7,5.18,325.7671902,72.32018258,13.19,-43.24,-40.59,0.46,1.063, ,325.7668441,72.32008392
325.768325,-14.39970939,107232,21 43 04.40,-14 23 59.1,5.88,325.7683345,-14.39975885,7.97,-3.75,20.35,0.92,0.255, ,325.7683251,-14.39970939
325.7769603,41.15497004,107235,21 43 06.48,+41 09 18.0,5.51,325.7770118,41.15499969,5.55,-15.96,-12.2,0.62,1.615, ,325.7769603,41.15497004
325.8568862,38.28358862,107253,21 43 25.63,+38 17 01.0,5.69,325.8567789,38.28360055,11.97,34.65,-4.91,0.6,-0.01, ,325.8568862,38.28358862
325.8769202,58.78004608,107259,21 43 30.45,+58 46 48.2,4.23,325.8768956,58.78005308,0.62,5.24,-2.88,0.52,2.242,P,325.8769202,58.78004608
326.0040216,-14.74937044,107302,21 44 00.98,-14 44 57.8,5.96,326.0040782,-14.7493955,19.08,-22.48,10.31,0.95,0.219, ,326.0040217,-14.74937044
326.0357404,28.74263231,107310,21 44 08.40,+28 44 35.6,4.49,326.0350187,28.74322228,44.64,260.33,-242.73,0.69,0.512, ,326.0357404,28.74263231
326.0464921,9.875011264,107315,21 44 11.14,+09 52 30.0,2.38,326.0464181,9.87500791,4.85,30.02,1.38,0.84,1.52,P,326.0464921,9.87501126
326.1278973,17.35001739,107348,21 44 30.69,+17 21 00.2,4.34,326.1278772,17.35004352,3.62,7.9,-10.75,0.74,1.161, ,326.1278973,17.35001739
326.130541,14.77193916,107350,21 44 31.19,+14 46 20.0,5.96,326.1299602,14.77221491,54.37,231.08,-113.45,0.85,0.587, ,326.130541,14.77193916
326.1613934,25.64503558,107354,21 44 38.70,+25 38 42.0,4.14,326.1612676,25.64500284,28.34,46.66,13.47,0.88,0.425, ,326.1613934,25.64503558
326.2219984,62.46056748,107374,21 44 53.28,+62 27 38.1,5.94,326.2220141,62.46057429,1.62,-2.98,-2.8,0.48,0.312, ,326.2219984,62.46056748
326.2367081,-33.02578153,107380,21 44 56.79,-33 01 32.0,4.35,326.2366159,-33.02555306,15.93,31.79,-94,0.8,-0.053, ,326.2367081,-33.02578153
326.2510607,-9.08242844,107382,21 45 00.25,-09 04 56.7,5.1,326.2510288,-9.08242443,4.08,12.96,-1.65,0.89,1.108, ,326.2510607,-9.08242844
326.3621898,61.12080591,107418,21 45 26.93,+61 07 14.9,4.25,326.3622053,61.12081043,0.64,-3.08,-1.86,0.47,0.474, ,326.3621898,61.12080591
326.5181846,22.94887978,107472,21 46 04.36,+22 56 56.0,5.29,326.5181607,22.94888549,2.89,9.07,-2.35,0.78,1.381, ,326.5181847,22.94887978
326.6337427,-11.36595449,107517,21 46 32.08,-11 21 57.4,5.57,326.6336675,-11.36593201,11.1,30.36,-9.25,0.8,-0.002, ,326.6337427,-11.36595449
326.6983714,49.30957028,107533,21 46 47.61,+49 18 34.5,4.23,326.6983579,49.3095748,2.82,3.61,-1.86,0.52,-0.12, ,326.6983714,49.30957028
326.7601881,-16.12728595,107556,21 47 02.29,-16 07 35.6,2.85,326.759522,-16.12656595,84.58,263.26,-296.23,0.88,0.18, ,326.7601881,-16.12728595
326.8081752,2.686124042,107575,21 47 13.96,+02 41 10.1,5.63,326.80816,2.68613092,6.98,6.28,-2.83,0.8,0.012, ,326.8081752,2.68612404
326.8553995,60.69268916,107586,21 47 25.31,+60 41 33.7,5.53,326.8554476,60.69269363,6.98,-9.68,-1.84,0.47,1.575, ,326.8553995,60.69268916
326.9339577,-30.89830426,107608,21 47 44.17,-30 53 53.9,5.02,326.9340555,-30.89830582,9.63,-34.53,0.64,0.9,0.042, ,326.9339577,-30.89830426
327.0656309,-47.30361491,107649,21 48 15.61,-47 18 10.4,5.57,327.0650372,-47.3028979,63.95,165.64,-295,0.78,0.601, ,327.0656309,-47.30361491
327.4612279,30.17421499,107763,21 49 50.68,+30 10 27.4,5.07,327.4611748,30.17427852,10.78,18.89,-26.14,0.58,0.01, ,327.4612279,30.17421499
327.5005228,-64.71253671,107773,21 50 00.13,-64 42 44.8,5.62,327.5005433,-64.7124436,9.77,-3.6,-38.31,0.63,1.018, ,327.5005228,-64.71253671
327.5362489,17.28585144,107788,21 50 08.64,+17 17 09.4,5.34,327.5360166,17.28595705,29.91,91.28,-43.45,0.77,0.394, ,327.5362489,17.28585144
327.6966006,-69.62941608,107835,21 50 47.23,-69 37 45.9,5.52,327.6967735,-69.62940458,5.84,-24.77,-4.73,0.59,1.378, ,327.6966006,-69.62941608
327.7273426,-82.7189042,107843,21 50 54.25,-82 43 07.8,5.27,327.7260356,-82.71882392,7.49,68.15,-33.03,0.65,0.756, ,327.7273426,-82.7189042
327.8927011,19.82668178,107887,21 51 34.24,+19 49 35.9,5.78,327.8926481,19.82664938,5.58,20.51,13.33,0.66,-0.1, ,327.8927011,19.82668178
328.0043422,55.79674323,107930,21 52 01.02,+55 47 48.3,5.7,328.0042605,55.79674452,5.07,18.9,-0.53,1.52,-0.081, ,328.0043422,55.79674323
328.1246544,28.7935384,107975,21 52 29.96,+28 47 37.3,5.52,328.1248171,28.79369216,36.15,-58.67,-63.26,0.69,0.426, ,328.1246544,28.7935384
328.2657022,25.92513961,108022,21 53 03.76,+25 55 30.5,5.09,328.2656776,25.92513878,6.37,9.12,0.34,0.7,-0.155,P,328.2657022,25.92513961
328.3240485,-13.55176811,108036,21 53 17.58,-13 33 06.5,5.08,328.3232659,-13.55180134,36.15,313.03,13.67,0.81,0.378, ,328.3240485,-13.55176811
328.405753,19.66843722,108060,21 53 37.37,+19 40 06.2,5.69,328.405696,19.66838008,14.18,22.1,23.51,0.69,0.011, ,328.405753,19.66843722
328.4821852,-37.36485231,108085,21 53 55.65,-37 21 53.4,3,328.481892,-37.3648229,16.07,95.88,-12.1,0.77,-0.084, ,328.4821852,-37.36485231
328.5432193,-4.276179673,108102,21 54 10.34,-04 16 33.4,5.71,328.543092,-4.27595735,11.22,52.23,-91.47,0.76,1.185, ,328.5432193,-4.27617967
328.7214758,56.61122725,108165,21 54 53.16,+56 36 40.4,5.74,328.7214922,56.6112326,1.29,-3.72,-2.2,0.54,0.655, ,328.7214758,56.61122725
328.7974708,-61.88660835,108195,21 55 11.34,-61 53 11.0,5.92,328.7972463,-61.88638824,21.49,43.53,-90.56,0.67,0.393, ,328.7974708,-61.88660835
328.8791627,65.32080861,108226,21 55 30.99,+65 19 14.9,5.84,328.8791293,65.32081194,2.71,5.74,-1.37,0.67,-0.037, ,328.8791627,65.32080861
329.0948743,-37.25365481,108294,21 56 22.79,-37 15 13.1,5.45,329.0949512,-37.25363145,10.35,-25.18,-9.61,0.72,0.084, ,329.0948743,-37.25365481
329.1630987,63.62555723,108317,21 56 39.14,+63 37 32.0,5.11,329.1631006,63.62556651,0.39,-0.33,-3.82,0.53,1.547,P,329.1630987,63.62555723
329.2348827,12.07649181,108339,21 56 56.39,+12 04 35.5,5.54,329.2349533,12.07652564,7.41,-28.38,-13.92,0.89,0.054, ,329.2348827,12.07649181
329.479478,-54.99257552,108431,21 57 55.03,-54 59 33.2,4.4,329.4792958,-54.9925666,17.65,43,-3.67,0.78,0.297,D,329.479478,-54.99257552
329.7230135,62.69798588,108505,21 58 53.51,+62 41 52.6,5.96,329.7229498,62.69795151,2.54,12.03,14.14,0.49,1.64, ,329.7230135,62.69798588
329.8123587,73.1798957,108535,21 59 15.10,+73 10 49.0,5.04,329.8129323,73.18028413,26.67,-68.28,-159.81,0.45,0.439, ,329.8123588,73.1798957
329.8246325,-38.39509568,108543,21 59 17.88,-38 23 42.3,5.5,329.8245008,-38.3950933,8.29,42.47,-0.98,0.78,0.996, ,329.8246325,-38.39509568
330.2092703,-28.45373653,108661,22 00 50.22,-28 27 13.5,5.43,330.2092294,-28.45373726,3.22,14.81,0.3,0.9,-0.095, ,330.2092703,-28.45373653
330.2708966,0.604715286,108691,22 01 05.01,+00 36 17.1,5.6,330.2708793,0.60474348,4.93,7.14,-11.6,0.83,1.279, ,330.2708967,0.60471529
330.2722898,13.11982345,108693,22 01 05.32,+13 07 11.9,5.61,330.272146,13.11996136,14.3,57.6,-56.74,0.81,0.336, ,330.2722898,13.11982345
330.2884793,8.257164507,108699,22 01 09.24,+08 15 25.8,5.65,330.2884974,8.25717124,5.35,-7.35,-2.77,0.84,1.44, ,330.2884793,8.25716451
330.4607822,52.88225277,108758,22 01 50.58,+52 52 56.1,5.79,330.4607419,52.88224628,3.08,9.99,2.67,0.48,-0.106, ,330.4607822,52.88225277
330.5190504,58.00036655,108772,22 02 04.58,+58 00 01.3,5.55,330.5190664,58.00037041,0.7,-3.47,-1.59,0.46,0.017,P,330.5190504,58.00036655
