_RAJ2000,_DEJ2000,HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs
13.72122324,83.70743556,4283,00 54 52.76,+83 42 26.9,5.59,13.71984836,83.70746159,13.3,62,-10.71,0.57,0.105, ,13.72122324,83.70743556
13.74211318,23.62833516,4288,00 54 58.02,+23 37 42.4,5.46,13.74174956,23.62844595,25.69,137.06,-45.58,1.29,1.012, ,13.74211318,23.62833516
13.75065219,58.97269767,4292,00 55 00.19,+58 58 22.1,4.83,13.75080422,58.97279657,8.02,-32.24,-40.69,0.65,1.216, ,13.75065219,58.97269767
13.75130243,-69.52708424,4293,00 55 00.30,-69 31 37.1,5.45,13.75124739,-69.52697888,15.52,7.92,-43.35,0.52,1.095, ,13.75130243,-69.52708424
13.9266673,-7.347148908,4346,00 55 42.40,-07 20 49.3,5.88,13.92668443,-7.34703997,6.54,-6.99,-44.82,1,1.52, ,13.9266673,-7.34714891
14.00620874,-11.26652632,4371,00 56 01.51,-11 15 59.4,5.35,14.00627513,-11.26650685,6.24,-26.79,-8.01,0.8,1.505, ,14.00620874,-11.26652632
14.1662713,59.18105564,4422,00 56 40.01,+59 10 52.2,4.62,14.16671042,59.18116582,15.84,-92.56,-45.33,0.58,0.957, ,14.1662713,59.18105564
14.17721554,60.71674038,4427,00 56 42.50,+60 43 00.3,2.15,14.17708808,60.71674966,5.32,25.65,-3.82,0.56,-0.046,P,14.17721554,60.71674038
14.18838148,38.49934462,4436,00 56 45.10,+38 29 57.3,3.86,14.18790699,38.49925513,23.93,152.78,36.82,1.22,0.13, ,14.18838148,38.49934462
14.19572198,60.3628361,4440,00 56 46.94,+60 21 46.3,5.56,14.19558745,60.36284769,5.31,27.37,-4.77,0.61,-0.054, ,14.19572198,60.3628361
14.30166657,23.41764802,4463,00 57 12.43,+23 25 03.9,4.4,14.30178237,23.41775997,13.44,-43.72,-46.06,0.75,0.94, ,14.30166657,23.41764802
14.45896617,28.99221671,4510,00 57 50.15,+28 59 32.0,5.44,14.4589515,28.9922356,4.63,5.28,-7.77,0.74,1.076, ,14.45896617,28.99221671
14.55924644,33.95088455,4552,00 58 14.19,+33 57 03.8,5.99,14.55914315,33.95105921,17.19,35.25,-71.86,0.83,1, ,14.55924644,33.95088455
14.62942551,66.35179335,4572,00 58 31.00,+66 21 06.6,5.97,14.62916229,66.35182541,8.67,43.44,-13.19,0.6,-0.008, ,14.62942551,66.35179335
14.65150376,-29.35744905,4577,00 58 36.35,-29 21 26.9,4.3,14.65144118,-29.35746436,4.85,22.44,6.3,0.84,-0.154, ,14.65150376,-29.35744905
14.68278241,-11.37997546,4587,00 58 43.89,-11 22 47.8,5.62,14.68286462,-11.37993895,10.35,-33.16,-15.02,0.96,0.949, ,14.68278241,-11.37997546
15.01483029,44.71324291,4675,01 00 03.55,+44 42 47.9,5.69,15.01477994,44.71330426,7.76,14.72,-25.24,1.11,-0.01, ,15.01483029,44.71324291
15.32614858,-38.91652735,4770,01 01 18.23,-38 54 59.9,5.59,15.32593934,-38.91664868,5.19,66.98,49.92,0.77,1.185, ,15.32614858,-38.91652735
15.61013832,-31.55200512,4852,01 02 26.38,-31 33 07.4,5.5,15.60990729,-31.55204219,14.39,81,15.25,0.73,0.083, ,15.61013832,-31.55200512
15.70457184,31.8042629,4889,01 02 49.09,+31 48 15.6,5.5,15.70452742,31.80433674,7.87,15.53,-30.38,0.68,-0.043, ,15.70457184,31.8042629
15.70495781,-46.39731137,4890,01 02 49.19,-46 23 50.4,5.39,15.7049656,-46.39733801,13.86,-2.21,10.96,0.61,0.9, ,15.70495781,-46.39731137
15.7260945,41.34515741,4903,01 02 54.28,+41 20 42.7,5.95,15.72614941,41.34519861,9.49,-16.96,-16.95,0.86,0.161, ,15.7260945,41.34515741
15.73586845,7.890135463,4906,01 02 56.66,+07 53 24.3,4.27,15.73606615,7.89007256,17.14,-80.57,25.88,0.81,0.952, ,15.73586845,7.89013546
15.76056716,-4.836600598,4914,01 03 02.60,-04 50 10.9,5.4,15.76085267,-4.83635047,7.95,-117.05,-102.91,0.86,1.106, ,15.76056716,-4.8366006
15.90419046,61.07482263,4962,01 03 37.01,+61 04 29.4,5.92,15.9041982,61.07482982,2.16,-1.54,-2.96,0.87,0.512, ,15.90419046,61.07482263
16.00995611,52.50216085,4998,01 04 02.39,+52 30 08.3,5.99,16.00995036,52.50230919,3.29,1.44,-61.03,0.69,1.447, ,16.00995611,52.50216085
16.08104573,61.58018388,5021,01 04 19.55,+61 34 48.9,5.83,16.08145357,61.58024409,12.47,-79.86,-24.77,0.63,0.569, ,16.08104573,61.58018388
16.27231523,14.94613348,5081,01 05 05.35,+14 56 45.6,5.64,16.27229777,14.94600386,18.28,6.94,53.33,0.79,0.42, ,16.27231523,14.94613348
16.42064722,21.47318139,5131,01 05 40.93,+21 28 23.6,5.33,16.42053152,21.4732162,13.67,44.3,-14.32,1.47,0.003,D,16.42064722,21.47318139
16.42379923,21.46544248,5132,01 05 41.68,+21 27 55.7,5.55,16.42365838,21.46547318,14.67,53.93,-12.63,1.72,-0.048,D,16.42379923,21.46544248
16.5210284,-46.71841361,5165,01 06 05.11,-46 43 06.6,3.32,16.52127713,-46.71849042,16.46,-70.16,31.6,22.22,0.885,G,16.5210284,-46.71841361
16.52145155,-9.839354134,5164,01 06 05.13,-09 50 21.7,5.58,16.52137513,-9.83936845,5.48,30.98,5.89,0.68,0.009, ,16.52145155,-9.83935413
16.82776521,-61.77528929,5268,01 07 18.57,-61 46 30.9,5.36,16.82738598,-61.77526197,11.68,73.79,-11.24,0.5,0.884,P,16.82776521,-61.77528929
16.94253562,-9.785550385,5296,01 07 46.12,-09 47 08.1,5.71,16.94216802,-9.78559168,20.97,149.04,16.99,0.66,0.446, ,16.94253562,-9.78555038
16.94938882,-41.48691608,5300,01 07 47.83,-41 29 13.0,5.21,16.94927201,-41.48693516,16.48,36,7.85,0.61,0.159, ,16.94938882,-41.48691608
16.98818032,20.73911258,5310,01 07 57.11,+20 44 21.6,5.56,16.98795829,20.73932115,20.23,85.43,-85.81,0.81,0.121, ,16.98818032,20.73911258
17.00353724,43.94209203,5317,01 08 00.72,+43 56 32.1,5.04,17.00299391,43.94224107,16.61,160.96,-61.32,0.73,0.109, ,17.00353724,43.94209203
17.06830755,54.92033969,5336,01 08 12.92,+54 55 27.2,5.17,17.05383776,54.92422766,132.4,3421.44,-1599.27,0.6,0.704,D,17.06830755,54.92033969
17.09249309,5.649819067,5346,01 08 22.34,+05 39 00.8,5.51,17.09309979,5.6502213,27.84,-248.4,-165.49,0.88,0.334, ,17.09249309,5.64981907
17.09617396,-55.24576016,5348,01 08 23.06,-55 14 45.0,3.94,17.0960837,-55.24583235,11.66,21.17,29.7,0.77,-0.12,G,17.09617396,-55.24576016
17.13944472,58.26344926,5361,01 08 33.45,+58 15 48.5,5.77,17.13936547,58.26347937,5.75,17.15,-12.39,0.65,-0.019, ,17.13944472,58.26344926
17.1474649,-10.18226422,5364,01 08 35.26,-10 10 54.9,3.46,17.14693197,-10.181928,27.73,215.81,-138.33,0.71,1.161, ,17.1474649,-10.18226422
17.18698865,86.25709041,5372,01 08 44.16,+86 15 25.6,4.24,17.18399735,86.25711803,10.43,80.34,-11.36,0.5,1.213, ,17.18698865,86.25709041
17.37552272,47.24179245,5434,01 09 30.12,+47 14 30.6,4.26,17.37550908,47.2418241,4.43,3.81,-13.02,0.8,0.012, ,17.37552272,47.24179245
17.43301493,35.6205577,5447,01 09 43.80,+35 37 15.0,2.07,17.43248991,35.62083048,16.36,175.59,-112.23,0.76,1.576, ,17.43301493,35.6205577
17.45500808,19.6584081,5454,01 09 49.20,+19 39 30.2,5.57,17.45502008,19.6583854,8.09,-4.65,9.34,0.66,0.697, ,17.45500808,19.6584081
17.57808507,42.08147491,5493,01 10 18.85,+42 04 53.7,5.67,17.57852966,42.08157668,18.98,-135.76,-41.87,0.71,0.603, ,17.57808507,42.08147491
17.58104718,25.45776341,5494,01 10 19.45,+25 27 28.9,5.81,17.58103932,25.45803989,9.06,2.92,-113.75,0.78,1.466, ,17.58104718,25.45776341
17.63980105,2.445669677,5510,01 10 33.56,+02 26 44.6,5.97,17.63982219,2.44570842,3.63,-8.69,-15.94,0.84,1.491, ,17.63980105,2.44566968
17.66384307,68.7786208,5518,01 10 39.27,+68 46 43.3,5.32,17.66360631,68.77868759,10.26,35.26,-27.48,0.57,-0.014, ,17.66384307,68.7786208
17.77567508,55.14990064,5542,01 11 05.93,+55 08 59.8,4.34,17.77471116,55.14994765,23.73,226.62,-19.34,0.68,0.17, ,17.77567508,55.14990064
17.77819712,31.42473633,5544,01 11 06.77,+31 25 29.2,5.15,17.7782219,31.42476555,5.82,-8.7,-12.02,0.78,0.261, ,17.77819712,31.42473633
17.79282306,37.72412122,5550,01 11 10.29,+37 43 26.9,5.8,17.79287081,37.72413814,3.56,-15.54,-6.96,0.73,-0.095, ,17.79282306,37.72412122
17.85654762,64.20267697,5566,01 11 25.52,+64 12 09.8,5.56,17.85631897,64.20272388,7.96,40.94,-19.3,0.6,-0.052, ,17.85654762,64.20267697
17.8634175,21.03465004,5571,01 11 27.19,+21 02 04.8,4.66,17.86330901,21.03467568,7.42,41.66,-10.55,0.68,1.024, ,17.8634175,21.03465004
17.9151534,30.08963821,5586,01 11 39.59,+30 05 23.0,4.51,17.91494471,30.08972962,20.11,74.29,-37.61,0.87,1.092, ,17.9151534,30.08963821
17.92250739,65.01885377,5589,01 11 41.37,+65 01 08.0,5.57,17.92237013,65.01888517,8.99,23.85,-12.92,0.6,-0.072, ,17.92250739,65.01885377
17.93128664,-2.251078853,5594,01 11 43.54,-02 15 03.7,5.93,17.93142731,-2.25102487,7.4,-57.83,-22.21,0.82,1.403, ,17.93128664,-2.25107885
18.07008876,79.67396298,5626,01 12 16.51,+79 40 26.3,5.6,18.06878934,79.67397492,11.98,95.83,-4.91,0.52,0.008, ,18.07008876,79.67396298
18.18930355,-37.85647867,5661,01 12 45.37,-37 51 23.1,5.95,18.1890296,-37.85640391,13.62,88.99,-30.76,0.71,0.281,P,18.18930355,-37.85647867
18.4328572,7.575353762,5737,01 13 43.80,+07 34 31.8,5.21,18.43250986,7.57548895,22.09,141.66,-55.62,2.04,0.32,D,18.4328572,7.57535376
18.4372798,24.58371315,5742,01 13 44.94,+24 35 01.6,4.67,18.43723014,24.58376482,8.64,18.58,-21.26,0.81,1.047, ,18.4372798,24.58371315
18.53179007,16.13347858,5778,01 14 07.65,+16 08 00.8,5.97,18.53186747,16.13354221,6.52,-30.59,-26.18,0.79,-0.082, ,18.53179007,16.13347858
18.60016589,-7.922825726,5799,01 14 23.97,-07 55 24.6,5.14,18.59986241,-7.9235004,41.01,123.67,277.58,0.89,0.448, ,18.60016589,-7.92282573
18.70488336,-0.973794752,5833,01 14 49.18,-00 58 27.5,5.7,18.70491873,-0.97429411,22.79,-14.55,205.45,0.8,0.428, ,18.70488336,-0.97379475
18.79633762,-45.53166422,5862,01 15 10.57,-45 31 55.5,4.97,18.79403213,-45.53209717,66.43,664.47,178.12,0.64,0.571, ,18.79633762,-45.53166422
18.94233654,-68.87592733,5896,01 15 45.50,-68 52 34.5,4.25,18.93956391,-68.87623708,48.94,411.11,127.43,0.53,0.48, ,18.94233654,-68.87592733
19.04957827,71.74384251,5926,01 16 11.90,+71 44 37.8,5.87,19.04959061,71.74384538,0.22,-1.59,-1.18,0.59,2.042, ,19.04957827,71.74384251
19.15119996,-2.500368234,5951,01 16 36.35,-02 30 00.8,5.42,19.15144476,-2.5002128,12.74,-100.62,-63.95,0.72,0.888, ,19.15119996,-2.50036823
19.44981588,3.614466009,6061,01 17 47.98,+03 36 52.3,5.13,19.4499337,3.61452038,14.83,-48.38,-22.37,0.86,0.071, ,19.44981588,3.61446601
19.86664622,27.26405858,6193,01 19 27.98,+27 15 50.7,4.74,19.86657455,27.26408682,10.49,26.21,-11.62,0.77,0.032, ,19.86664622,27.26405858
19.9512302,-0.509028709,6226,01 19 48.29,-00 30 32.4,5.87,19.9512172,-0.5089949,8.27,5.35,-13.91,1.28,0.635, ,19.9512302,-0.50902871
20.02048422,58.23161078,6242,01 20 04.92,+58 13 53.8,4.95,20.02049027,58.2316161,1.4,-1.31,-2.19,0.68,0.683,P,20.02048422,58.23161078
20.28072054,28.73820708,6315,01 21 07.35,+28 44 18.2,5.23,20.28064145,28.73838983,9.49,28.53,-75.19,0.82,1.396, ,20.28072053,28.73820708
20.58508262,45.52877782,6411,01 22 20.39,+45 31 43.5,4.87,20.58497087,45.5287566,16.68,32.21,8.73,0.7,1.077, ,20.58508262,45.52877782
20.85395412,20.4689673,6492,01 23 24.95,+20 28 08.4,5.97,20.85396862,20.4689899,3.94,-5.59,-9.3,0.68,1.677, ,20.85395412,20.4689673
20.87898961,-30.94561738,6502,01 23 30.97,-30 56 43.8,5.84,20.87903356,-30.94550599,3.67,-15.51,-45.83,0.71,1.612, ,20.87898961,-30.94561738
20.91923378,37.7149426,6514,01 23 40.56,+37 42 54.0,5.6,20.91898254,37.71499034,15.43,81.77,-19.64,0.73,0.276, ,20.91923378,37.7149426
21.00585424,-8.183256553,6537,01 24 01.45,-08 10 57.9,3.6,21.00604671,-8.18275372,28.48,-78.38,-206.88,0.77,1.065, ,21.00585424,-8.18325655
21.08542977,-6.914656086,6564,01 24 20.48,-06 54 52.8,5.92,21.08535375,-6.91466853,22.33,31.05,5.12,0.95,0.407, ,21.08542977,-6.91465609
21.16994358,-41.49254863,6592,01 24 40.77,-41 29 32.9,5.42,21.16988858,-41.49245885,13.22,16.95,-36.94,0.64,1.03, ,21.16994358,-41.49254863
21.2721113,-64.36947786,6631,01 25 05.28,-64 22 10.0,5.92,21.27198122,-64.3694363,3.23,23.15,-17.1,0.55,1.561, ,21.2721113,-64.36947786
21.40514554,-14.5987963,6670,01 25 37.21,-14 35 55.5,4.9,21.40503869,-14.59875437,11.31,42.54,-17.25,0.68,1.231, ,21.40514554,-14.5987963
21.45396795,60.23528317,6686,01 25 48.60,+60 14 07.5,2.66,21.45251267,60.23540347,32.81,297.24,-49.49,0.62,0.16,P,21.45396795,60.23528317
21.48342387,68.13001258,6692,01 25 55.90,+68 07 47.8,4.72,21.48293404,68.12994739,16.89,75.07,26.82,0.56,1.047, ,21.48342387,68.13001258
21.56359189,19.17234565,6706,01 26 15.28,+19 10 20.4,5.35,21.56366085,19.17232096,38.35,-26.8,10.16,0.78,0.395, ,21.56359189,19.17234565
21.57785833,43.45773913,6711,01 26 18.60,+43 27 28.4,5.98,21.57749566,43.45788606,24.21,108.31,-60.45,0.74,0.52, ,21.57785833,43.45773913
21.67365999,19.24042201,6732,01 26 41.65,+19 14 26.0,5.5,21.67352916,19.24056476,10.63,50.82,-58.73,0.77,1.106, ,21.67365999,19.24042201
21.7148546,-13.05651201,6748,01 26 51.56,-13 03 23.5,5.51,21.71481835,-13.05653391,27.55,14.53,9.01,0.74,0.321, ,21.7148546,-13.05651201
21.91409059,45.40668716,6813,01 27 39.09,+45 24 25.0,4.83,21.9128547,45.40695287,35.33,356.99,-109.32,0.82,0.421, ,21.91409059,45.40668716
22.09136277,-43.31823391,6867,01 28 21.94,-43 19 03.8,3.41,22.0914236,-43.31772906,13.94,-18.21,-207.71,0.64,1.542, ,22.09136277,-43.31823391
22.40056313,-21.62933894,6960,01 29 36.10,-21 37 45.6,5.11,22.40041765,-21.62934677,14.72,55.64,3.22,0.78,0.028, ,22.40056313,-21.62933894
22.52542734,47.00727374,6999,01 30 06.10,+47 00 26.6,5.27,22.52542506,47.00737711,11.26,0.64,-42.53,0.77,0.999, ,22.52542734,47.00727374
22.5463128,6.143820459,7007,01 30 10.94,+06 08 38.2,4.84,22.54559597,6.14393314,9.05,293.23,-46.36,0.73,1.372, ,22.5463128,6.14382046
22.5954381,-26.20785122,7016,01 30 22.88,-26 12 28.3,5.92,22.5953198,-26.20785462,7.35,43.67,1.4,0.73,1.327, ,22.5954381,-26.20785122
22.8073171,70.26460388,7078,01 31 13.52,+70 15 53.2,5.82,22.80632718,70.2647886,34.19,137.53,-76,0.57,0.489, ,22.8073171,70.26460388
22.81293588,-49.07270222,7083,01 31 14.98,-49 04 23.1,3.93,22.81242306,-49.07307701,22.15,138.22,154.2,0.61,0.972, ,22.81293588,-49.07270222
22.87087261,15.34582301,7097,01 31 28.99,+15 20 45.0,3.62,22.87080776,15.34583101,11.09,25.73,-3.29,0.82,0.974, ,22.87087261,15.34582301
22.9302024,-30.2830814,7118,01 31 43.25,-30 16 58.5,5.79,22.93021487,-30.28292502,10.74,-4.43,-64.34,0.76,1.073, ,22.9302024,-30.2830814
23.23355086,-36.86523102,7213,01 32 56.05,-36 51 54.7,5.49,23.23355059,-36.86518161,12.29,0.09,-20.33,0.89,1.021, ,23.23355086,-36.86523102
23.35713347,58.3273339,7251,01 33 25.71,+58 19 38.4,5.69,23.35711597,58.32734523,1.67,3.78,-4.66,0.69,1.435, ,23.35713347,58.3273339
23.4284875,-7.025340856,7276,01 33 42.73,-07 01 30.5,5.75,23.42805448,-7.02514279,33.71,176.82,-81.49,0.72,0.639, ,23.4284875,-7.02534086
23.48282037,59.23204031,7294,01 33 55.93,+59 13 55.5,4.68,23.48302496,59.23209665,15.96,-43.06,-23.18,0.68,0.991, ,23.48282037,59.23204031
23.56919364,37.23714649,7321,01 34 16.60,+37 14 13.9,5.9,23.56915511,37.23719753,8.32,12.62,-21,0.86,-0.067, ,23.56919364,37.23714649
23.65741154,-15.67635919,7345,01 34 37.72,-15 40 34.9,5.62,23.65717247,-15.6763527,16.32,94.7,-2.67,0.75,0.066, ,23.65741154,-15.67635919
23.70444113,18.46051216,7359,01 34 49.05,+18 27 38.4,5.9,23.704364,18.46067238,5.46,30.1,-65.92,0.74,1.536, ,23.70444113,18.46051216
23.97815181,17.43384108,7447,01 35 54.67,+17 26 01.6,5.95,23.97777176,17.43378965,16.75,149.18,21.16,0.82,0.259, ,23.97815181,17.43384108
23.99570321,-15.40018295,7450,01 35 58.96,-15 24 00.8,5.41,23.99565496,-15.40021584,5.94,19.14,13.53,0.73,1.226, ,23.99570321,-15.40018295
24.03545682,-29.90731698,7463,01 36 08.43,-29 54 26.8,5.69,24.03512124,-29.9074336,16.13,119.68,47.98,0.97,0.335, ,24.03545682,-29.90731698
24.19934491,41.40545884,7513,01 36 47.98,+41 24 23.0,4.1,24.19990413,41.40638491,74.25,-172.57,-381.01,0.72,0.536, ,24.19934491,41.40545884
24.27465281,12.14153479,7535,01 37 05.96,+12 08 29.4,5.54,24.27483902,12.14151058,29.58,-74.9,9.96,1.42,0.347, ,24.27465281,12.14153479
24.36667431,-84.76959317,7568,01 37 27.78,-84 46 10.7,5.66,24.3657494,-84.76965017,8.94,34.69,23.45,0.5,0.939, ,24.36667431,-84.76959317
24.42852736,-57.23675749,7588,01 37 42.75,-57 14 12.0,0.45,24.42813204,-57.23666007,22.68,88.02,-40.08,0.57,-0.158,P,24.42852736,-57.23675749
24.48151406,-82.97499539,7601,01 37 54.98,-82 58 31.0,5.88,24.47908355,-82.97528876,36.86,122.3,120.7,0.52,0.62, ,24.48151406,-82.97499539
24.49815046,48.62821317,7607,01 37 59.50,+48 37 42.6,3.59,24.49792651,48.62848641,18.76,60.9,-112.42,0.74,1.275, ,24.49815046,48.62821317
24.5315291,57.97763141,7617,01 38 07.56,+57 58 39.5,5.55,24.53151544,57.97764488,2.86,2.98,-5.54,0.7,1.388, ,24.5315291,57.97763141
24.61451877,-36.5282507,7643,01 38 27.49,-36 31 40.6,5.94,24.61455891,-36.5279533,10.1,-13.27,-122.36,0.68,1.045, ,24.61451877,-36.5282507
24.62882287,73.04003987,7650,01 38 30.94,+73 02 24.3,5.28,24.62892127,73.04007203,7.3,-11.81,-13.23,0.7,0.972, ,24.62882287,73.04003987
24.71578706,-21.27538422,7679,01 38 51.71,-21 16 31.7,5.58,24.71544923,-21.27547447,14.21,129.52,37.13,0.77,0.346, ,24.71578706,-21.27538422
24.83750969,44.38616461,7719,01 39 21.02,+44 23 10.1,5.01,24.83757938,44.38612827,13.46,-20.49,14.95,0.76,0.883, ,24.83750969,44.38616461
24.9200752,16.40585785,7740,01 39 40.77,+16 24 21.2,5.98,24.9198664,16.40588595,7.18,82.41,-11.56,0.9,1.119, ,24.9200752,16.40585785
24.94809594,-56.19640017,7751,01 39 47.24,-56 11 47.2,5.76,24.94684603,-56.19644067,122.75,286.1,16.66,1.41,0.88,D,24.94809594,-56.19640017
25.14507074,40.57704912,7818,01 40 34.80,+40 34 37.6,4.96,25.14501739,40.57710624,4.79,16.67,-23.5,0.74,-0.068, ,25.14507074,40.57704912
25.16520588,43.29768692,7825,01 40 39.56,+43 17 51.9,5.63,25.16483499,43.29776385,12.15,111.06,-31.65,0.87,0.214, ,25.16520588,43.29768692
25.35789264,5.487613224,7884,01 41 25.91,+05 29 15.4,4.45,25.35794814,5.48760445,8.86,-22.73,3.61,0.77,1.347, ,25.35789264,5.48761322
25.41348626,30.04711962,7906,01 41 39.24,+30 02 49.7,5.97,25.413509,30.04713542,6.23,-8.1,-6.5,0.8,1.015, ,25.41348626,30.04711962
25.43680768,-11.32466884,7916,01 41 44.80,-11 19 25.2,5.75,25.4366587,-11.32366816,26.83,60.1,-411.71,0.96,0.443, ,25.43680768,-11.32466884
25.44642903,42.613369,7918,01 41 46.52,+42 36 49.7,4.96,25.44381547,42.61380692,79.09,791.35,-180.16,0.83,0.618, ,25.44642903,42.613369
25.44986456,-60.78933951,7921,01 41 47.95,-60 47 21.3,5.7,25.44980076,-60.78924102,8.79,12.81,-40.52,0.53,1.264, ,25.44986456,-60.78933951
25.51247427,-36.8323048,7941,01 42 03.02,-36 49 56.2,5.7,25.51256331,-36.83226421,10.71,-29.32,-16.7,0.71,-0.01, ,25.51247427,-36.8323048
25.51454276,35.24570709,7943,01 42 03.45,+35 14 44.8,5.63,25.51439571,35.24576705,12.61,49.41,-24.67,0.68,-0.059, ,25.51454276,35.24570709
25.53580826,-32.32697025,7955,01 42 08.65,-32 19 36.7,5.25,25.53602338,-32.32685759,15.02,-74.79,-46.35,0.72,1.044, ,25.53580826,-32.32697025
25.58553014,68.04302111,7965,01 42 20.44,+68 02 35.0,5.57,25.5851851,68.04304624,7.34,53.08,-10.34,0.61,-0.049,P,25.58553014,68.04302111
25.62214875,-53.74083406,7978,01 42 29.15,-53 44 26.1,5.52,25.62146258,-53.7405747,57.63,166.97,-106.71,0.64,0.551, ,25.62214875,-53.74083406
25.62400804,20.26850445,7981,01 42 29.95,+20 16 12.5,5.24,25.62479083,20.27015091,133.91,-302.12,-677.4,0.91,0.836, ,25.62400804,20.26850445
25.68129205,-3.690200483,7999,01 42 43.52,-03 41 24.4,4.98,25.68132047,-3.69011692,2.71,-11.67,-34.38,0.9,1.378, ,25.68129205,-3.69020048
25.73276503,70.62252571,8016,01 42 55.73,+70 37 21.2,5.18,25.73220374,70.62255881,11.62,76.62,-13.62,0.54,-0.022, ,25.73276503,70.6225257
25.83230667,60.55133256,8046,01 43 19.74,+60 33 04.9,5.78,25.83223958,60.55137091,3.57,13.57,-15.78,0.71,-0.01, ,25.83230667,60.55133256
25.91515608,50.68873247,8068,01 43 39.62,+50 41 19.6,4.01,25.9150637,50.6887655,4.55,24.08,-13.59,0.75,-0.098, ,25.91515608,50.68873247
26.01701214,-15.93748006,8102,01 44 05.13,-15 56 22.4,3.49,26.02136441,-15.93955597,274.17,-1721.82,854.07,0.8,0.727, ,26.01701214,-15.93748006
26.34846064,9.157735787,8198,01 45 23.59,+09 09 27.5,4.26,26.34828629,9.15764102,12.63,70.82,38.99,0.86,0.942, ,26.34846064,9.15773579
26.41148804,-25.05260995,8209,01 45 38.65,-25 03 08.8,5.29,26.41106016,-25.05243403,36.46,159.48,-72.38,1.01,0.395, ,26.41148804,-25.05260995
26.49691854,-5.733299123,8230,01 45 59.27,-05 43 59.6,5.37,26.49694074,-5.73322696,6.4,-9.09,-29.69,0.78,1.517, ,26.49691854,-5.73329912
26.52485968,-50.81625558,8240,01 46 05.93,-50 48 58.4,5.49,26.52469172,-50.81621317,4.8,43.66,-17.45,0.63,1.615,P,26.52485968,-50.81625558
26.52609562,-53.52203715,8241,01 46 06.14,-53 31 19.9,5.04,26.52557865,-53.52218065,17.54,126.45,59.04,0.62,0.031, ,26.52609562,-53.52203715
26.93681135,63.85250114,8362,01 47 44.06,+63 51 11.2,5.63,26.9336011,63.85310111,100.24,582.05,-246.83,0.68,0.804, ,26.93681135,63.85250114
27.04556987,16.95555079,8387,01 48 10.90,+16 57 20.3,5.86,27.0454279,16.95563093,11.37,55.87,-32.97,0.76,-0.039, ,27.04556987,16.95555079
27.10841032,3.685446612,8404,01 48 26.02,+03 41 07.5,5.91,27.10843265,3.68540364,9.95,-9.17,17.68,0.89,0.97, ,27.10841032,3.68544661
27.16218592,37.95287011,8423,01 48 38.84,+37 57 10.6,5.94,27.16184118,37.95293583,10.57,111.84,-27.04,0.72,0.975, ,27.16218592,37.95287011
27.17317997,32.69020977,8433,01 48 41.68,+32 41 22.2,5.78,27.17366149,32.68948705,36.65,-166.73,297.35,0.73,0.572, ,27.17317997,32.69020977
27.39626131,-10.68641035,8497,01 49 35.19,-10 41 10.3,4.66,27.39662961,-10.68618074,42.35,-148.9,-94.47,0.87,0.333, ,27.39626131,-10.68641035
27.53571352,22.27533825,8544,01 50 08.58,+22 16 31.3,5.83,27.53575113,22.2753566,5.68,-14.32,-7.55,1.09,0.743, ,27.53571352,22.27533825
27.71655322,11.04337823,8588,01 50 52.01,+11 02 36.4,5.92,27.71672491,11.0434459,23.46,-69.33,-27.84,1.02,0.302, ,27.71655322,11.04337823
27.72681248,-50.20613758,8593,01 50 54.48,-50 12 22.1,5.94,27.72699465,-50.20612713,13.37,-47.97,-4.3,0.64,0.154,P,27.72681248,-50.20613758
27.73803109,51.93341736,8598,01 50 57.09,+51 56 01.3,5.96,27.73786884,51.93369809,22.42,41.16,-115.5,0.67,0.419, ,27.73803109,51.93341736
27.86513997,-10.33503772,8645,01 51 27.61,-10 20 05.8,3.74,27.86504416,-10.33494526,12.59,38.78,-38.04,0.85,1.136, ,27.86513997,-10.33503772
27.99716741,55.14738474,8704,01 51 59.31,+55 08 50.7,5.53,27.99711412,55.14740479,3.17,12.53,-8.25,0.66,-0.175,P,27.99716741,55.14738474
28.03904598,50.79279388,8714,01 52 09.35,+50 47 34.3,5.7,28.03897527,50.79286359,6.63,18.39,-28.68,0.73,-0.067, ,28.03904598,50.79279388
28.21713684,-16.92924975,8778,01 52 52.09,-16 55 44.8,5.78,28.21703176,-16.92912351,9.87,41.36,-51.94,0.79,0.26,P,28.21713684,-16.92924975
28.27044954,29.57882927,8796,01 53 04.90,+29 34 45.8,3.42,28.27041595,29.57939727,50.87,12.02,-233.69,0.82,0.488, ,28.27044954,29.57882927
28.32226886,40.7297896,8814,01 53 17.35,+40 43 47.3,5.42,28.32229965,40.72979974,6.04,-9.6,-4.17,0.79,1.311, ,28.32226886,40.7297896
28.38255961,19.29385177,8832,01 53 31.77,+19 17 38.7,3.88,28.38235506,19.29409264,15.96,79.43,-99.1,0.85,-0.047, ,28.38255961,19.29385177
28.38896,3.18753653,8833,01 53 33.34,+03 11 14.9,4.61,28.38890233,3.18747844,17.11,23.69,23.9,0.77,0.928, ,28.38896,3.18753653
28.41142371,-46.30266861,8837,01 53 38.82,-46 18 08.8,4.39,28.41174872,-46.30244631,10.15,-92.38,-91.46,0.6,1.597, ,28.41142371,-46.30266861
